start_city,destination_city,distance_km,vehicle_type,fuel_type,mileage,fuel_price,passengers,departure_hour,traffic_level,weather_condition,toll_cost,parking_cost,estimated_time_minutes,fuel_consumption_litres,total_trip_cost
Ahmedabad,Surat,264.76,SUV,Diesel,10.42,88.02,1,7,High,Rain,341.65,0.0,355.93,29.44,3179.49
Ahmedabad,Surat,264.65,Hatchback,Diesel,16.94,92.77,4,2,Medium,Cloudy,273.58,120.0,253.61,15.872,2004.74
Delhi,Jaipur,295.37,Sedan,Diesel,19.13,94.26,5,22,Medium,Rain,306.88,0.0,311.19,16.156,2069.23
Delhi,Jaipur,287.99,SUV,CNG,11.68,84.65,5,17,Low,Clear,282.44,40.0,243.0,22.755,2466.37
Delhi,Jaipur,295.72,Hatchback,CNG,13.91,85.75,5,2,High,Clear,330.45,60.0,347.28,24.015,2576.43
Pune,Mumbai,167.28,SUV,Petrol,12.79,96.79,4,8,Medium,Clear,374.91,40.0,217.82,13.987,1883.33
Bengaluru,Mysuru,143.36,SUV,Diesel,11.38,93.86,1,19,Medium,Cloudy,207.81,150.0,176.36,13.509,1758.67
Ahmedabad,Vadodara,114.2,Sedan,Petrol,15.66,101.56,3,1,Medium,Clear,121.85,60.0,109.98,7.833,1041.77
Pune,Mumbai,164.72,Hatchback,Diesel,20.45,92.62,4,0,Low,Cloudy,255.1,60.0,185.71,7.659,1133.05
Rajkot,Ahmedabad,233.27,SUV,Petrol,11.7,102.9,4,22,High,Clear,300.12,0.0,319.91,22.682,2854.34
Ahmedabad,Vadodara,110.3,SUV,CNG,12.78,75.24,3,18,High,Clear,109.84,80.0,134.73,9.85,1024.93
Pune,Mumbai,167.76,SUV,CNG,12.16,84.4,2,14,High,Clear,379.0,80.0,261.1,15.839,1926.36
Surat,Mumbai,284.71,Hatchback,Petrol,17.62,95.8,2,20,Low,Clear,535.57,80.0,201.97,15.286,2270.88
Delhi,Jaipur,287.96,SUV,CNG,8.3,73.86,1,6,Low,Clear,280.43,80.0,247.64,33.115,3047.18
Vadodara,Mumbai,422.99,Hatchback,Diesel,22.57,91.36,4,15,High,Cloudy,425.07,80.0,405.57,22.253,2796.42
Pune,Mumbai,158.18,SUV,Diesel,15.82,95.41,1,0,Medium,Cloudy,305.96,40.0,209.35,10.617,1486.3
Rajkot,Ahmedabad,221.16,SUV,Diesel,14.69,95.14,5,18,Medium,Fog,347.1,60.0,298.4,15.876,2101.83
Rajkot,Ahmedabad,229.34,Hatchback,Petrol,21.03,103.0,2,14,High,Cloudy,306.35,0.0,305.62,12.95,1786.51
Ahmedabad,Surat,290.94,SUV,Petrol,13.28,100.15,1,16,Medium,Cloudy,280.7,120.0,293.47,22.54,2883.01
Bengaluru,Mysuru,155.5,Hatchback,Petrol,20.27,102.25,4,5,Medium,Clear,131.25,40.0,176.59,8.265,1100.47
Pune,Mumbai,159.88,SUV,CNG,10.72,78.01,3,3,Medium,Clear,246.32,150.0,208.68,15.579,1739.47
Surat,Mumbai,286.27,Hatchback,CNG,17.41,78.12,1,11,Low,Rain,502.36,150.0,237.16,15.011,1989.28
Delhi,Jaipur,296.04,SUV,Diesel,11.83,92.18,2,1,Medium,Clear,337.73,40.0,279.99,26.927,3116.4
Ahmedabad,Vadodara,122.09,SUV,Diesel,12.17,93.9,4,13,Medium,Clear,150.56,40.0,128.3,10.189,1247.65
Ahmedabad,Udaipur,272.8,SUV,CNG,11.9,78.59,4,10,Low,Cloudy,162.06,0.0,246.37,21.287,2028.08
Rajkot,Ahmedabad,224.7,Sedan,Diesel,15.05,92.76,3,20,Medium,Clear,237.85,40.0,243.53,15.484,1892.37
Delhi,Jaipur,283.28,SUV,Diesel,12.39,97.53,4,12,High,Cloudy,298.09,0.0,354.61,26.3,3122.09
Vadodara,Mumbai,425.73,SUV,Diesel,13.28,90.64,3,9,Low,Cloudy,494.16,60.0,297.84,30.438,3694.82
Pune,Mumbai,154.8,Hatchback,Diesel,16.94,92.74,4,13,Medium,Rain,346.96,80.0,234.37,9.659,1387.8
Delhi,Jaipur,287.63,Sedan,Diesel,17.11,87.56,2,4,High,Clear,288.29,80.0,330.74,20.169,2340.73
Rajkot,Ahmedabad,234.48,Sedan,Petrol,12.48,94.1,5,13,Medium,Clear,341.43,150.0,255.49,19.559,2503.32
Ahmedabad,Udaipur,272.36,Hatchback,Petrol,20.02,103.53,4,7,Medium,Clear,219.9,120.0,279.27,14.13,1974.51
Ahmedabad,Surat,280.95,SUV,Diesel,11.81,94.28,5,22,High,Clear,289.68,0.0,312.88,26.802,3055.7
Delhi,Jaipur,307.0,Hatchback,Diesel,20.47,88.85,4,16,Low,Clear,248.43,60.0,262.14,14.043,1722.11
Ahmedabad,Surat,290.83,Sedan,Diesel,19.42,88.19,4,2,Low,Clear,389.68,40.0,231.65,13.88,1868.12
Ahmedabad,Surat,290.32,Hatchback,Diesel,21.31,92.41,3,4,Medium,Clear,303.07,80.0,274.84,13.821,1822.65
Ahmedabad,Udaipur,265.74,Sedan,Diesel,18.1,95.22,4,23,High,Clear,237.67,60.0,310.95,17.017,2095.51
Ahmedabad,Vadodara,111.89,SUV,Diesel,15.29,95.96,4,0,High,Clear,199.23,60.0,137.16,8.8,1192.63
Ahmedabad,Vadodara,117.55,Hatchback,Petrol,17.91,96.8,4,1,High,Clear,109.75,60.0,143.44,7.624,969.25
Ahmedabad,Udaipur,260.12,Sedan,Petrol,13.27,106.79,2,17,Low,Rain,177.21,0.0,271.08,18.163,2322.49
Ahmedabad,Vadodara,120.19,Sedan,Petrol,13.02,103.95,4,10,Medium,Clear,168.98,60.0,119.81,9.542,1298.69
Pune,Mumbai,158.6,SUV,CNG,12.85,79.77,5,17,Medium,Clear,382.39,60.0,201.17,12.815,1579.79
Vadodara,Mumbai,432.0,Hatchback,Diesel,19.65,92.4,3,0,Medium,Clear,626.84,0.0,341.64,23.19,2984.87
Pune,Mumbai,160.21,Hatchback,CNG,13.55,83.08,1,9,Low,Rain,344.5,120.0,199.08,10.987,1449.55
Bengaluru,Mysuru,147.19,Sedan,Petrol,16.98,100.63,2,16,Medium,Clear,153.49,120.0,164.03,8.923,1295.51
Bengaluru,Mysuru,155.51,SUV,Petrol,10.86,105.28,3,8,Medium,Fog,238.27,60.0,218.96,14.916,1997.59
Vadodara,Mumbai,436.58,SUV,Diesel,13.24,96.43,1,21,Low,Cloudy,478.18,0.0,310.88,31.757,3968.49
Pune,Mumbai,155.8,Hatchback,Diesel,17.11,97.83,2,20,High,Clear,313.95,60.0,235.96,10.307,1449.74
Delhi,Jaipur,287.67,SUV,CNG,12.21,75.28,2,13,Medium,Clear,274.05,120.0,293.02,24.266,2472.46
Pune,Mumbai,152.34,Hatchback,Petrol,18.76,104.64,2,18,Low,Clear,216.58,0.0,164.96,7.581,1090.96
Ahmedabad,Surat,281.54,Hatchback,Diesel,17.89,90.18,3,19,Medium,Cloudy,341.56,60.0,281.28,16.012,1980.24
Pune,Mumbai,166.04,Sedan,Diesel,16.64,92.24,1,16,Low,Clear,331.02,60.0,178.94,9.718,1399.28
Delhi,Jaipur,283.47,SUV,CNG,12.75,72.24,3,11,Low,Clear,337.45,60.0,246.81,20.707,2114.15
Delhi,Jaipur,297.0,Hatchback,Petrol,16.5,97.06,3,15,Low,Clear,278.47,60.0,258.31,17.107,2166.37
Vadodara,Mumbai,457.93,SUV,Petrol,13.08,94.55,1,0,Low,Clear,445.57,0.0,315.25,34.107,4040.21
Ahmedabad,Udaipur,266.96,SUV,Petrol,13.39,104.13,5,21,Medium,Rain,281.19,80.0,313.65,21.455,2848.65
Delhi,Jaipur,295.89,Hatchback,CNG,18.19,83.66,3,0,Medium,Clear,426.72,0.0,278.38,16.461,1947.87
Ahmedabad,Udaipur,278.49,Hatchback,Petrol,16.79,103.45,5,19,Medium,Clear,225.28,40.0,284.09,17.904,2266.17
Vadodara,Mumbai,437.04,Hatchback,Petrol,15.46,104.83,5,1,Medium,Fog,423.17,80.0,395.85,29.722,3916.92
Vadodara,Mumbai,413.58,Sedan,Petrol,15.8,95.78,1,7,Medium,Clear,603.07,60.0,305.96,28.314,3615.65
Ahmedabad,Udaipur,280.57,SUV,Petrol,13.93,103.41,1,14,Medium,Clear,170.62,120.0,301.29,21.361,2693.81
Ahmedabad,Vadodara,122.16,Sedan,Diesel,17.03,91.13,1,10,High,Cloudy,173.18,120.0,156.4,8.335,1154.8
Ahmedabad,Vadodara,122.39,Sedan,Diesel,16.21,91.3,4,8,High,Clear,135.31,60.0,147.57,8.736,1083.18
Ahmedabad,Vadodara,117.03,SUV,Diesel,14.1,91.32,5,20,Low,Clear,120.91,80.0,101.94,7.574,997.01
Ahmedabad,Udaipur,277.15,Sedan,Petrol,12.74,105.07,2,5,Medium,Clear,188.0,150.0,273.35,23.493,2979.93
Delhi,Jaipur,283.13,Hatchback,CNG,16.41,84.19,4,7,Medium,Clear,485.39,150.0,265.5,17.658,2252.08
Pune,Mumbai,160.39,Hatchback,Petrol,20.03,95.33,1,21,High,Clear,305.11,40.0,251.36,9.387,1313.55
Vadodara,Mumbai,433.46,Hatchback,Petrol,21.0,95.44,5,4,Low,Clear,641.51,60.0,289.15,18.83,2732.9
Rajkot,Ahmedabad,222.17,Sedan,Diesel,17.57,93.11,1,12,Medium,Fog,362.99,60.0,298.27,13.2,1819.5
Ahmedabad,Udaipur,282.35,SUV,Diesel,14.36,96.71,4,18,Low,Clear,280.66,150.0,251.61,18.951,2527.49
Rajkot,Ahmedabad,214.36,Sedan,Petrol,16.4,102.46,5,22,Low,Rain,274.66,80.0,243.4,12.493,1772.82
Pune,Mumbai,161.24,SUV,Diesel,9.84,96.19,5,5,Low,Clear,201.16,40.0,182.71,15.434,1830.33
Rajkot,Ahmedabad,211.49,Sedan,Petrol,15.92,97.35,1,9,Medium,Cloudy,296.7,120.0,233.1,13.916,1916.46
Ahmedabad,Udaipur,277.91,SUV,CNG,12.76,82.37,4,6,High,Clear,194.82,0.0,336.75,25.416,2515.12
Rajkot,Ahmedabad,217.26,SUV,Petrol,14.28,107.5,5,0,Medium,Clear,383.17,0.0,240.91,15.354,2223.55
Surat,Mumbai,318.14,Sedan,Diesel,14.2,94.86,5,15,Medium,Clear,469.28,80.0,249.36,22.655,2925.96
Rajkot,Ahmedabad,235.75,Sedan,CNG,14.98,76.21,4,5,Low,Cloudy,294.74,80.0,236.27,14.514,1627.49
Ahmedabad,Udaipur,265.13,SUV,Petrol,11.76,99.28,2,10,Low,Fog,312.87,80.0,291.46,21.651,2771.81
Pune,Mumbai,157.16,Hatchback,CNG,17.92,82.73,2,9,Medium,Rain,212.3,0.0,242.47,9.025,1047.65
Rajkot,Ahmedabad,221.26,Hatchback,Diesel,17.89,89.65,3,14,Medium,Clear,372.0,40.0,238.81,12.793,1658.94
Pune,Mumbai,160.53,Hatchback,Petrol,15.54,99.96,5,5,Low,Clear,283.35,120.0,182.62,9.423,1450.24
Ahmedabad,Udaipur,281.53,Hatchback,Diesel,19.36,94.89,4,23,Low,Clear,263.69,150.0,255.41,13.954,1869.2
Rajkot,Ahmedabad,232.32,Sedan,Diesel,18.63,97.93,2,18,Medium,Rain,351.8,80.0,303.64,12.905,1833.31
Ahmedabad,Vadodara,120.97,Hatchback,Petrol,18.3,104.92,3,0,High,Clear,152.48,80.0,148.17,7.654,1104.29
Bengaluru,Mysuru,146.28,Sedan,Petrol,16.78,98.96,2,14,High,Clear,199.57,0.0,185.74,10.338,1303.43
Vadodara,Mumbai,458.68,SUV,Diesel,13.94,92.32,2,13,Medium,Clear,510.91,80.0,358.62,35.228,4172.85
Surat,Mumbai,311.45,Sedan,Diesel,19.06,93.12,4,22,Low,Clear,350.05,60.0,218.99,15.479,2045.85
Rajkot,Ahmedabad,219.26,Hatchback,Petrol,15.32,105.69,1,16,High,Fog,381.69,40.0,356.77,17.258,2397.64
Ahmedabad,Udaipur,266.07,Hatchback,Petrol,16.16,107.2,4,5,Medium,Clear,228.07,60.0,274.57,17.116,2270.26
Ahmedabad,Udaipur,285.83,SUV,Petrol,14.25,94.96,2,7,Low,Clear,236.28,0.0,270.75,18.611,2210.14
Ahmedabad,Udaipur,269.88,Hatchback,Petrol,19.52,94.99,3,15,Medium,Clear,246.41,80.0,285.94,14.497,1828.56
Pune,Mumbai,164.57,Sedan,Petrol,16.9,96.66,2,14,Low,Rain,303.24,40.0,216.96,9.446,1366.82
Delhi,Jaipur,285.02,SUV,CNG,13.4,83.65,2,9,Medium,Cloudy,376.08,40.0,297.28,21.985,2456.19
Ahmedabad,Udaipur,279.11,SUV,CNG,9.74,73.81,2,17,Low,Cloudy,205.82,40.0,253.22,26.731,2462.32
Delhi,Jaipur,278.03,SUV,CNG,9.2,79.43,1,10,Medium,Clear,294.7,0.0,266.81,31.925,3119.2
Vadodara,Mumbai,457.9,SUV,Diesel,13.8,96.76,2,7,Low,Clear,594.34,60.0,297.84,30.299,4034.32
Delhi,Jaipur,285.45,Sedan,CNG,12.89,75.32,3,13,High,Clear,377.09,0.0,317.81,25.922,2486.17
Surat,Mumbai,313.68,Sedan,Petrol,15.03,102.22,1,22,Medium,Clear,281.52,40.0,238.69,21.733,2776.52
Ahmedabad,Surat,276.53,SUV,Diesel,11.02,92.9,3,12,Medium,Clear,347.5,40.0,274.14,25.694,2959.65
Pune,Mumbai,162.89,Sedan,CNG,15.17,78.57,3,23,Medium,Clear,285.17,80.0,215.45,11.018,1328.39
Surat,Mumbai,294.87,Sedan,CNG,16.86,81.64,3,18,Low,Clear,479.83,40.0,196.88,16.422,2053.08
