city,state,lat,lon,population
Trikarpur South,Kerala,12.11649,75.18517,22991
Hukeri,Karnataka,16.23082,74.60244,22988
Todabhim,Rajasthan,26.91667,76.81667,22977
Pehladpur Bangar,Delhi,28.75058,77.081,22968
Dooru Verinag,Jammu and Kashmir,33.5594,75.23222,22968
Tiruchanur,Andhra Pradesh,13.60727,79.44864,22963
Kanhan,Maharashtra,21.22899,79.2398,22945
Gopavaram,Andhra Pradesh,14.78412,78.5729,22936
Vattalkundu,Tamil Nadu,10.16069,77.75883,22928
Dhamanagar,Odisha,20.9167,86.45,22920
Saidpur,Uttar Pradesh,25.53749,83.22378,22904
Tittagudi,Tamil Nadu,11.40717,79.12216,22894
Phulpur,Uttar Pradesh,25.54895,82.0895,22886
Kunnatnad,Kerala,10.04292,76.42406,22881
Jharoda Mazra Burari,Delhi,28.73014,77.20911,22878
Karanjia,Odisha,21.76259,85.97319,22865
Balarampur,West Bengal,23.09714,86.22292,22847
Aramboli,Tamil Nadu,8.24962,77.52161,22846
Ubaidullahganj,Madhya Pradesh,22.99834,77.58621,22845
Chitarpur,Jharkhand,23.57283,85.65355,22837
Naraingarh,Haryana,30.47798,77.12804,22832
Sambhar,Rajasthan,26.90806,75.19137,22828
Vellur,Kerala,8.62617,76.83053,22816
Fatehnagar,Rajasthan,24.81494,74.09504,22812
Raghunathpur,West Bengal,23.53878,86.6735,22802
Pariyapuram,Kerala,11.01667,75.86667,22766
Kasrawad,Madhya Pradesh,22.12745,75.61101,22750
Lathi,Gujarat,21.7231,71.38843,22745
Dugda,Jharkhand,23.74516,86.17175,22740
Khirkiya,Madhya Pradesh,22.16732,76.86137,22737
Mudgal,Karnataka,16.01191,76.44203,22731
Curchorem,Goa,15.26349,74.10875,22730
Chorwad,Gujarat,21.02947,70.23302,22720
Madhira,Telangana,16.92329,80.36308,22716
Kadiganpalli,Tamil Nadu,12.52318,78.2086,22714
Akaltara,Chhattisgarh,22.02463,82.42641,22712
Etmadpur,Uttar Pradesh,27.23541,78.19829,22697
Katghora,Chhattisgarh,22.50247,82.54279,22690
Ponda,Goa,15.40341,74.01519,22664
Lohara,Maharashtra,20.38983,78.09027,22664
Cumbum,Andhra Pradesh,15.58171,79.11059,22653
Matabhanga,West Bengal,26.34197,89.21555,22642
Jaitaran,Rajasthan,26.20446,73.93676,22621
Taoru,Haryana,28.21173,76.94984,22599
Lehragaga,Punjab,29.94265,75.80144,22588
Jamai,Madhya Pradesh,22.19644,78.59191,22587
Sholavandan,Tamil Nadu,10.0216,77.96087,22578
Nagod,Madhya Pradesh,24.56924,80.58809,22568
Khairagarh,Chhattisgarh,21.41859,80.97942,22564
Kurikuppi,Karnataka,15.21758,76.64873,22560
Ariyallur,Kerala,11.08328,75.84904,22558
Pukhrayan,Uttar Pradesh,26.22375,79.83739,22555
Raman,Punjab,29.95045,74.97852,22553
Sirsi,Uttar Pradesh,28.63916,78.64303,22549
Bankapur,Karnataka,14.92295,75.26221,22529
Godoli,Maharashtra,17.67178,74.01289,22517
Baswa,Rajasthan,27.14955,76.58345,22515
Rajmahal,Jharkhand,25.05303,87.83048,22514
Nambol,Manipur,24.69557,93.81974,22512
Tulsipur,Uttar Pradesh,27.5337,82.41653,22486
Bikram,Bihar,25.44708,84.86261,22486
Belur,Karnataka,13.16558,75.86519,22484
Sanehwal,Punjab,30.84134,75.98547,22484
Sisauli,Haryana,30.14297,77.25959,22479
Kanniyakumari,Tamil Nadu,8.09008,77.53841,22453
Senapparetti,Tamil Nadu,10.96251,78.11324,22447
Naraura,Uttar Pradesh,28.20147,78.38723,22432
Kailashahar,Tripura,24.33199,92.00391,22405
Triparappu,Tamil Nadu,8.39479,77.26588,22401
Deogarh,Odisha,21.53827,84.73337,22390
Ratu,Jharkhand,23.42045,85.21459,22379
Puthencruz,Kerala,9.97734,76.41047,22378
Kurandvad,Maharashtra,16.68317,74.58892,22372
Timurni,Madhya Pradesh,22.37115,77.2274,22359
Pachgaon,Maharashtra,16.66024,74.22735,22353
Rahata,Maharashtra,19.71664,74.48109,22335
Pali,Madhya Pradesh,23.36453,81.04374,22324
Bhawanigarh,Punjab,30.26685,76.03854,22320
Suket,Rajasthan,24.64609,76.0417,22319
Panniyannur,Kerala,11.74859,75.57558,22308
Adanattutekkumuri Kizhakku,Kerala,9.07909,76.51367,22250
Ankola,Karnataka,14.66049,74.3047,22249
Mariahu,Uttar Pradesh,25.60404,82.60379,22248
Kilapavoor,Tamil Nadu,8.90862,77.43112,22231
Ramavarappadu,Andhra Pradesh,16.52086,80.68078,22222
Purwa,Uttar Pradesh,26.45756,80.77403,22220
Attimarappatti,Tamil Nadu,8.73988,78.10534,22218
Dasnapur,Telangana,19.65399,78.51213,22216
Badamibagh,Jammu and Kashmir,34.07381,74.85276,22214
Lingiadih,Chhattisgarh,22.07748,82.17605,22209
Sahawar,Uttar Pradesh,27.79603,78.83373,22201
Bhuban,Odisha,20.88197,85.83334,22200
Nilakottai,Tamil Nadu,10.165,77.85024,22197
Sidhauli,Uttar Pradesh,27.28202,80.8345,22193
Palavansathu,Tamil Nadu,12.89306,79.13445,22176
Adra,West Bengal,23.49668,86.68363,22159
Sarapaka,Telangana,17.69129,80.86998,22149
Bhanvad,Gujarat,21.93053,69.78081,22142
Someshwar,Karnataka,13.49112,75.06646,22137
Narainpur,Chhattisgarh,19.71794,81.24437,22106
Namagiripettai,Tamil Nadu,11.45513,78.26818,22098
Nawa,Rajasthan,27.0195,75.00226,22088
Peravurani,Tamil Nadu,10.29035,79.20156,22084
Kathhara,Jharkhand,23.76382,85.88468,22080
Kathlal,Gujarat,22.8982,72.99282,22071
Siwana,Rajasthan,25.65154,72.42243,22067
Deoli,Rajasthan,25.75728,75.37991,22065
Kizhuparamba,Kerala,11.25261,76.02437,22062
Palai,Kerala,9.71306,76.68331,22056
Chhanera,Madhya Pradesh,21.96097,76.69494,22052
Marakkanam,Tamil Nadu,12.19214,79.94193,22034
Chhatrapur,Odisha,19.35574,84.98359,22027
Bhinga,Uttar Pradesh,27.70283,81.9343,22016
Lauri,Madhya Pradesh,25.13962,80.00112,22002
Nalambur,Tamil Nadu,13.08667,80.17028,21973
Kuppam,Andhra Pradesh,12.74931,78.34189,21963
Fatehabad,Uttar Pradesh,27.02645,78.3027,21957
Kil Bhuvanagiri,Tamil Nadu,11.44216,79.64763,21956
Sakti,Chhattisgarh,22.02662,82.96091,21955
Karuvanthuruthy,Kerala,11.17207,75.8226,21952
Kollivayal,Tamil Nadu,11.49984,76.48152,21943
Sancoale,Goa,15.37794,73.90352,21923
Polichalur,Tamil Nadu,12.98913,80.14177,21906
Bhabhar,Gujarat,24.07165,71.59745,21894
Nowrozabad,Madhya Pradesh,23.35219,80.9806,21883
Laungowal,Punjab,30.19393,75.68089,21880
Chachaura,Madhya Pradesh,24.17583,76.99957,21860
Ghulewadi,Maharashtra,19.6031,74.19356,21860
Chandrakona,West Bengal,22.73333,87.51667,21855
Sangod,Rajasthan,24.92707,76.28649,21846
Kheralu,Gujarat,23.88534,72.61869,21843
Farakka,West Bengal,24.81667,87.9,21834
Mulavukad,Kerala,10.0136,76.26306,21833
Mangalvedha,Maharashtra,17.51046,75.44713,21824
Maniyur,Kerala,11.55221,75.65026,21820
Kantabanji,Odisha,20.46709,82.92042,21819
Chalthan,Gujarat,21.15421,72.96141,21795
Jainagar,Bihar,26.59048,86.13791,21782
Kopawor,Jammu and Kashmir,34.52856,74.26396,21771
Sakri,Maharashtra,20.99104,74.31475,21764
Dattapur,Maharashtra,20.78075,78.1407,21763
Umarsera,Maharashtra,20.37139,78.12343,21752
Napasar,Rajasthan,27.96059,73.55913,21750
Shendurjana,Maharashtra,21.52488,78.2835,21748
Patur,Maharashtra,20.46093,76.93725,21747
Digboi,Assam,27.39321,95.61839,21736
Jirapur,Madhya Pradesh,24.0214,76.3764,21724
Kalleribhagam,Kerala,9.05396,76.55802,21723
Muthupet,Tamil Nadu,10.39505,79.49353,21722
Dum Duma,Assam,27.56884,95.55664,21706
Pampur,Jammu and Kashmir,34.01515,74.91895,21680
Munderi,Kerala,11.93028,75.44546,21676
Surajgarh,Rajasthan,28.31005,75.73271,21666
Kadayal,Tamil Nadu,8.40834,77.26575,21665
Kundli,Haryana,28.86913,77.12061,21633
Balachor,Punjab,31.06062,76.30166,21631
Pushkar,Rajasthan,26.49022,74.55211,21626
Doda,Jammu and Kashmir,33.14916,75.54746,21605
Karanpur,Rajasthan,29.84042,73.45519,21604
Samthar,Uttar Pradesh,25.84348,78.90683,21582
Banat,Uttar Pradesh,29.46355,77.35478,21580
Dhekiajuli,Assam,26.70367,92.47808,21579
Mandalgarh,Rajasthan,25.19407,75.07215,21569
Barara,Haryana,30.21465,77.04025,21545
Tammampatti,Tamil Nadu,11.44126,78.4887,21503
Chamba,Himachal Pradesh,32.55531,76.12647,21502
Muradabad Pahari,Delhi,28.56456,77.15126,21502
Mahadula,Maharashtra,21.25257,79.08106,21481
Bansdih,Uttar Pradesh,25.88377,84.21827,21457
Srisailam Project RFC Township,Andhra Pradesh,16.07331,78.87412,21452
Bacheli,Chhattisgarh,18.68435,81.26861,21435
Asika,Odisha,19.61114,84.65998,21428
Guruvayur,Kerala,10.5943,76.0411,21416
Lalru,Punjab,30.4917,76.79869,21394
Virugambakkam,Tamil Nadu,13.04632,80.19131,21376
Chotila,Gujarat,22.42347,71.19641,21364
Vasudevanallur,Tamil Nadu,9.24171,77.41177,21361
Kuju,Jharkhand,23.72536,85.51023,21356
Padmanabhapuram,Tamil Nadu,8.24462,77.32581,21342
Mandawar,Uttar Pradesh,29.48655,78.12732,21339
Paippad,Kerala,9.42462,76.58481,21338
Mahgawan,Madhya Pradesh,26.49471,78.61593,21335
Kondasamudram,Tamil Nadu,12.94552,78.87878,21335
Bedi,Gujarat,22.50143,70.04363,21327
Tekari,Bihar,24.94253,84.84265,21324
Dindori,Madhya Pradesh,22.94141,81.07975,21323
Channagiri,Karnataka,14.02399,75.92577,21313
Kuzhithurai,Tamil Nadu,8.31792,77.19192,21307
Kodamthuruth,Kerala,9.80062,76.30153,21295
Ghatanji,Maharashtra,20.14183,78.31333,21293
Naduvattam,Kerala,10.87995,76.002,21273
Chhata,Uttar Pradesh,27.72374,77.5081,21260
Sanaur,Punjab,30.30182,76.45786,21201
Reethapuram,Tamil Nadu,8.1843,77.24805,21177
Kottappally,Kerala,11.61266,75.66136,21169
Serchhip,Mizoram,23.29312,92.84679,21158
Pudupattanam,Tamil Nadu,12.50855,80.14976,21151
Telhara,Maharashtra,21.02694,76.83889,21146
Narkher,Maharashtra,21.47231,78.53415,21127
Ajnala,Punjab,31.84473,74.76295,21107
Anthiyur,Tamil Nadu,11.57506,77.59043,21086
Bisalgarh,Tripura,23.67595,91.28325,21085
Dhulagari,West Bengal,22.58213,88.171,21080
Talala,Gujarat,21.05473,70.52903,21060
Bundu,Jharkhand,23.16095,85.59007,21054
Teliamura,Tripura,23.84174,91.6303,21032
Devgadh Bariya,Gujarat,22.70517,73.90882,21030
Patharia,Madhya Pradesh,23.89921,79.19393,21026
Patnagarh,Odisha,20.70833,83.13263,21024
Kiraoli,Uttar Pradesh,27.13768,77.78516,21024
Bhanpura,Madhya Pradesh,24.513,75.7469,21013
Perinjanam,Kerala,10.31328,76.14847,21012
Anklav,Gujarat,22.37738,73.00072,21003
Abrama,Gujarat,20.85865,72.90648,21000
Bagula,West Bengal,23.33664,88.64109,20999
Gunnaur,Uttar Pradesh,28.23995,78.43994,20980
Palakkodu,Tamil Nadu,12.30696,78.07022,20959
Sindi,Maharashtra,20.74238,78.5871,20956
Chelora,Kerala,11.89494,75.43959,20952
Rajpur,Madhya Pradesh,21.94022,75.13608,20947
Naravarikuppam,Tamil Nadu,13.19133,80.18473,20946
Marthandam,Tamil Nadu,8.30812,77.22144,20938
Vinnamala,Andhra Pradesh,13.90738,79.90855,20924
Sarauli,Uttar Pradesh,28.49404,79.09177,20923
Adampur,Punjab,31.43224,75.71484,20922
Badnawar,Madhya Pradesh,23.02181,75.23268,20917
Banga,Punjab,31.18874,75.99495,20906
Heli Mandi,Haryana,28.34494,76.75694,20906
Chincholi,Karnataka,17.46508,77.41874,20897
Hungund,Karnataka,16.06213,76.0586,20877
Thaikkattussery,Kerala,9.77147,76.34385,20874
Bangawan,Madhya Pradesh,23.19259,82.1272,20873
Kapasan,Rajasthan,24.8894,74.31667,20869
Salamedu,Tamil Nadu,11.90876,79.49188,20854
Barpali,Odisha,21.19005,83.58721,20850
Gormi,Madhya Pradesh,26.60029,78.51188,20841
Begun,Rajasthan,24.98333,75.0,20836
Lawngtlai,Mizoram,22.53254,92.89902,20830
Nandri,Rajasthan,26.31157,73.10087,20827
Dhing,Assam,26.46793,92.47336,20826
Vadakarai Kil Pidagai,Tamil Nadu,9.04008,77.27413,20821
Clement Town,Uttarakhand,30.26361,78.00862,20806
Sonepur,Odisha,20.83333,83.91667,20770
Kaikalur,Andhra Pradesh,16.55154,81.214,20763
Akhnur,Jammu and Kashmir,32.8955,74.73486,20756
Alibag,Maharashtra,18.64813,72.87579,20752
Kapren,Rajasthan,25.40529,76.07431,20748
Muthukulam,Kerala,9.2168,76.4592,20740
Bhadauni,Bihar,24.87544,85.53369,20739
Alipur,Delhi,28.79862,77.13314,20736
Achampet,Telangana,16.3982,78.63758,20721
Ghorabandha,Jharkhand,22.7724,86.27109,20718
Koduvayur,Kerala,10.68674,76.65879,20703
Samalapuram,Tamil Nadu,11.07238,77.19796,20691
Chakia,Bihar,26.41598,85.04665,20686
Jining,Arunachal Pradesh,28.21633,94.85389,20684
Bhanjanagar,Odisha,19.92719,84.58201,20647
Vadali,Gujarat,23.94232,73.03784,20646
koppana Agrahara,Karnataka,12.85507,77.66707,20622
Madattukkulam,Tamil Nadu,10.55869,77.36597,20620
Gurmatkal,Karnataka,16.86773,77.39088,20614
Dhariwal,Punjab,31.95616,75.32386,20604
Patuvilayi,Kerala,11.86561,75.52327,20598
Talwandi Sabo,Punjab,29.98379,75.08203,20589
Dayal Pur,Delhi,28.71753,77.26508,20589
Jahazpur,Rajasthan,25.61994,75.27609,20586
Savda,Maharashtra,21.15054,75.88938,20584
Vadakakarai,Kerala,10.1664,76.20179,20571
Viratnagar,Rajasthan,27.43538,76.18297,20568
Belsand,Bihar,26.44365,85.40076,20566
Sampla,Haryana,28.77718,76.77165,20563
Vasind,Maharashtra,19.40844,73.26285,20561
Kishtwar,Jammu and Kashmir,33.31346,75.76726,20553
Attibele,Karnataka,12.77809,77.77259,20532
Achhnera,Uttar Pradesh,27.17826,77.75674,20532
Bhikkiwind Uttar,Punjab,31.34943,74.70271,20526
Chillupar,Uttar Pradesh,26.28221,83.5064,20518
Tilpat,Haryana,28.46513,77.33285,20514
Bijawar,Madhya Pradesh,24.62351,79.48994,20513
Nellimarla,Andhra Pradesh,18.15619,83.44727,20498
Maham,Haryana,28.96912,76.29495,20484
Maniar,Uttar Pradesh,25.98546,84.17233,20462
Yellapur,Karnataka,14.9637,74.70929,20452
Keevallur,Kerala,11.89703,75.53099,20440
Nangli,Punjab,31.68633,74.88747,20440
Nimaj,Rajasthan,26.14995,74.00094,20424
Baud,Odisha,20.83773,84.32618,20424
Tufanganj,West Bengal,26.31688,89.66549,20420
Korochi,Maharashtra,16.71917,74.4451,20420
Pataudi,Haryana,28.32547,76.77858,20418
Dharur,Maharashtra,18.82017,76.10937,20417
Pariyaram,Kerala,12.05876,75.32476,20405
French Rocks,Karnataka,12.50094,76.67416,20399
Ahiwara,Chhattisgarh,21.35799,81.41794,20384
Bada,Rajasthan,26.06479,75.02155,20372
Sarwar,Rajasthan,26.24252,75.12875,20372
Edavilangu,Kerala,10.24026,76.171,20363
Jhalu,Uttar Pradesh,29.33609,78.22608,20356
Killannur,Kerala,10.59918,76.21801,20339
Mundra,Gujarat,22.83918,69.7219,20338
Byndoor,Karnataka,13.86667,74.63333,20323
Chapar,Assam,26.27266,90.44556,20322
Kondalampatti,Tamil Nadu,11.63453,78.12369,20318
Bawani Khera,Haryana,28.94919,76.03108,20289
Alampalaiyam,Tamil Nadu,11.36353,77.76773,20286
Umbri,Maharashtra,20.71373,77.02639,20262
Wellington,Tamil Nadu,11.36552,76.78442,20254
Harij,Gujarat,23.69356,71.907,20253
Raipur Domana,Jammu and Kashmir,32.79844,74.78265,20238
Settur,Tamil Nadu,9.40564,77.47841,20228
Waluj Buzurg,Maharashtra,19.79632,75.22648,20220
Penukonda,Andhra Pradesh,14.08286,77.59473,20220
Kotivakkam,Tamil Nadu,12.97016,80.25769,20217
Srinagar,Uttarakhand,30.22243,78.78341,20216
Kataiya,Bihar,26.56807,84.0833,20193
Surajpur,Chhattisgarh,23.21347,82.86836,20189
Nirmali,Bihar,26.31397,86.58537,20189
Puliyankannu,Tamil Nadu,12.93922,79.30787,20171
Morwa,Gujarat,22.90469,73.83912,20168
Pattyam,Kerala,11.79296,75.5641,20161
Kaimori,Madhya Pradesh,23.38465,79.7442,20154
Mau,Madhya Pradesh,26.26584,78.67108,20147
Pudussery West,Kerala,10.78802,76.72788,20140
Mau Aimma,Uttar Pradesh,25.69515,81.92336,20123
Chinnavadampatti,Tamil Nadu,11.06149,76.98377,20122
Falakata,West Bengal,26.51963,89.20423,20119
Suleswaranpatti,Tamil Nadu,10.63885,77.00843,20104
Dhaurahra,Uttar Pradesh,27.99814,81.08975,20098
Khairagarh,Uttar Pradesh,26.94352,77.81816,20095
Maksi,Madhya Pradesh,23.25999,76.14567,20094
Annur,Tamil Nadu,11.23616,77.10514,20079
Pulwama,Jammu and Kashmir,33.87405,74.89955,20071
Sirumugai,Tamil Nadu,11.32137,77.00521,20066
Singanuram,Telangana,18.82218,79.50171,20061
Dergaon,Assam,26.7,93.96667,20059
Cheppad,Kerala,9.23458,76.47326,20052
Khowai,Tripura,24.07964,91.59972,20046
Govardhan,Uttar Pradesh,27.49658,77.46263,20044
Saraipali,Chhattisgarh,21.3153,83.00629,20043
Paravai,Tamil Nadu,9.96453,78.0667,20042
Khalari,Jharkhand,23.65063,85.00744,20010
Raya,Uttar Pradesh,27.55607,77.78972,20008
Sawar,Rajasthan,25.75574,75.22292,20000
Pamuru,Andhra Pradesh,15.09633,79.41174,20000
Powai,Maharashtra,19.1164,72.90471,20000
Belonia,Tripura,23.25178,91.45407,19996
Takhatpur,Chhattisgarh,22.12915,81.86959,19968
Sullya,Karnataka,12.561,75.38741,19958
Bhusawar,Rajasthan,27.03895,77.04849,19946
Chunchupally,Telangana,17.52333,80.60405,19944
Charthawal,Uttar Pradesh,29.54687,77.59438,19942
Siswa Bazar,Uttar Pradesh,27.14652,83.75803,19939
Birpur,Bihar,26.50823,87.01194,19932
Kandalloor,Kerala,9.1756,76.47129,19925
Dhanaula,Punjab,30.28216,75.57341,19920
L.A.Sagaram,Andhra Pradesh,13.90341,79.89055,19904
Sarigam INA,Gujarat,20.28845,72.85029,19903
Kanjiramkulam,Kerala,8.35983,77.05253,19902
Anuppur,Madhya Pradesh,23.10344,81.69083,19899
Moirang,Manipur,24.4975,93.77791,19893
Nattappettai,Tamil Nadu,12.81871,79.74925,19883
Bali,Rajasthan,25.19725,73.29117,19880
Bokajan,Assam,26.02131,93.77945,19877
Ranikhet,Uttarakhand,29.64082,79.43229,19873
Sirka,Jharkhand,23.64561,85.43333,19871
Boriavi,Gujarat,22.61124,72.93283,19865
Aurad,Karnataka,18.25397,77.41761,19849
Sankaraperi,Tamil Nadu,8.83868,78.10513,19844
Kulu,Himachal Pradesh,31.95835,77.10823,19831
Kalinjur,Tamil Nadu,12.9534,79.13373,19828
Chetput,Tamil Nadu,12.46399,79.3484,19827
Kolavallur,Kerala,11.7507,75.61988,19817
Sonari,Assam,27.02462,95.01629,19810
Deoranian,Uttar Pradesh,28.62989,79.47648,19788
Kolaras,Madhya Pradesh,25.21928,77.61167,19781
Chinna Andankovil,Tamil Nadu,10.9511,78.0681,19779
Raval,Gujarat,21.91908,69.48179,19777
Kannankurichchi,Tamil Nadu,11.69691,78.17941,19765
Kattanam,Kerala,9.17614,76.56325,19764
Ghatkesar,Telangana,17.45081,78.68366,19763
Borgaon,Maharashtra,20.72272,78.60392,19759
Sendamangalam,Tamil Nadu,11.28111,78.23416,19750
Chhapar,Rajasthan,27.819,74.43936,19744
Udangudi,Tamil Nadu,8.42918,78.02968,19738
Tirumeshi,Tamil Nadu,13.05339,80.05998,19733
Kerur,Karnataka,16.01384,75.54631,19731
Verukulambu,Tamil Nadu,8.29531,77.29387,19730
Shahpur,Madhya Pradesh,21.23742,76.22558,19719
Jhinjhana,Uttar Pradesh,29.52118,77.2247,19711
Kumbhraj,Madhya Pradesh,24.37338,77.04841,19707
Bareja,Gujarat,22.84863,72.59137,19690
Vadakku Viravanallur,Tamil Nadu,8.69786,77.51916,19689
Mokeri,Kerala,11.77759,75.57309,19684
Samrala,Punjab,30.83601,76.19324,19678
Junagarh,Chhattisgarh,19.85993,82.93385,19656
Nalco,Odisha,20.86544,85.18283,19644
Badi,Madhya Pradesh,23.03667,78.08417,19603
Charipara,Tripura,23.80914,91.24805,19598
Resubelpara,Meghalaya,25.90404,90.60747,19595
Kalmeshwar,Maharashtra,21.23219,78.91988,19578
Jharoda Kalan,Delhi,28.65264,76.95208,19578
Lawar Khas,Uttar Pradesh,29.11091,77.77767,19556
Sriramnagar,Telangana,17.26652,78.25544,19550
Pattan,Jammu and Kashmir,34.16125,74.55634,19538
Mulakumud,Tamil Nadu,8.26809,77.28599,19538
Bagbahra,Chhattisgarh,21.04606,82.3864,19529
Visavadar,Gujarat,21.33954,70.74966,19515
Pinahat,Uttar Pradesh,26.88487,78.37647,19511
Pennadam,Tamil Nadu,11.40389,79.24156,19494
Nainwa,Rajasthan,25.77145,75.84978,19485
Rameswaram,Andhra Pradesh,14.74006,78.54259,19483
Jansath,Uttar Pradesh,29.32502,77.85044,19467
Santrampur,Gujarat,23.19019,73.89526,19465
Richha,Uttar Pradesh,28.69467,79.52284,19459
Bhayavadar,Gujarat,21.85523,70.24791,19458
Aistala,West Bengal,23.18,88.58,19425
Methukummal,Tamil Nadu,8.30746,77.15205,19417
Gannavaram,Andhra Pradesh,16.54092,80.80213,19410
Amarpatan,Madhya Pradesh,24.31371,80.97703,19409
Sojitra,Gujarat,22.53884,72.71984,19403
Singur,West Bengal,22.80917,88.22944,19402
Singarayakonda,Andhra Pradesh,15.23046,80.02794,19400
Punnayur,Kerala,10.65207,75.99512,19387
Konnur,Karnataka,16.20138,74.74886,19386
Weir,Rajasthan,27.0186,77.17636,19385
Narwar,Madhya Pradesh,25.6439,77.9129,19385
Wazirganj,Uttar Pradesh,28.21145,79.05665,19372
Kakdwip,West Bengal,21.87914,88.1913,19368
Tamenglong,Manipur,25.0164,93.48545,19363
Jalochi,Maharashtra,18.15662,74.60708,19346
Maholi,Uttar Pradesh,27.66368,80.47371,19343
Kaimur,Madhya Pradesh,24.05441,80.6136,19343
Bilhaur,Uttar Pradesh,26.84345,80.06388,19333
Mangalam,Andhra Pradesh,13.65754,79.46258,19318
Raja Pur Khurd,Delhi,28.63517,77.03303,19312
Khanapur,Karnataka,15.63969,74.50847,19309
Tiruppalai,Tamil Nadu,9.97792,78.13294,19305
Nimaparha,Odisha,20.05756,86.00436,19289
Burhar,Madhya Pradesh,23.21494,81.53204,19289
Deoli,Maharashtra,20.6492,78.48023,19288
Devadanapatti,Tamil Nadu,10.14673,77.6439,19285
Hamirpur,Himachal Pradesh,31.68411,76.52506,19280
Laksar,Uttarakhand,29.7587,78.04148,19270
Vakkam,Kerala,8.68447,76.76755,19267
Ezhome,Kerala,12.02999,75.28193,19261
Ammainaickanur,Tamil Nadu,10.16707,77.91318,19257
Kesinga,Odisha,20.18778,83.21949,19239
Chhaprauli,Uttar Pradesh,29.20989,77.17454,19224
Sardulgarh,Punjab,29.69224,75.23608,19219
Maduraivayal,Tamil Nadu,13.06306,80.17194,19208
Hirekerur,Karnataka,14.45506,75.3952,19191
Shehera,Gujarat,22.95084,73.63118,19175
Surianwan,Uttar Pradesh,25.46387,82.41922,19157
Rijokri,Delhi,28.51387,77.1151,19148
Kadikkad,Kerala,10.67052,75.97975,19147
Biswanath Chariali,Assam,26.72577,93.14659,19145
Siwani,Haryana,28.90909,75.61469,19143
Honnavar,Karnataka,14.28088,74.44497,19109
Torur,Telangana,17.5835,79.65857,19100
Jalladiampet,Tamil Nadu,12.92028,80.20806,19100
Mir Pur Turk,Delhi,28.70493,77.26424,19098
Bhitarwar,Madhya Pradesh,25.79216,78.11085,19096
Kallukuttam,Tamil Nadu,8.18868,77.28781,19093
Chautapal,Telangana,17.25799,78.89776,19092
Arang,Chhattisgarh,21.19639,81.96912,19091
Dharmkot,Punjab,30.94559,75.23239,19057
Kirandul,Chhattisgarh,18.63649,81.25827,19053
Kothakota,Telangana,16.38002,77.94004,19042
Katangi,Madhya Pradesh,23.44124,79.79621,19040
Amlagora,West Bengal,22.84616,87.33559,19038
Karthikappally,Kerala,9.2568,76.44871,19021
Anshing,Maharashtra,20.0409,77.31501,19000
Parichhatgarh,Uttar Pradesh,28.97841,77.93422,18990
Tiruvattar,Tamil Nadu,8.33069,77.26732,18985
Kesariya,Bihar,26.34992,84.87086,18984
Bhor,Maharashtra,18.14861,73.84336,18982
Kadachira,Kerala,11.83695,75.44904,18979
Kulpahar,Uttar Pradesh,25.32007,79.63931,18976
Punjai Puliyampatti,Tamil Nadu,11.35163,77.16671,18967
Khariar Road,Odisha,20.89872,82.50893,18967
Kunnimangalam,Puducherry,12.07354,75.2412,18965
Kharsia,Chhattisgarh,21.98953,83.10476,18939
Nahorkatiya,Assam,27.286,95.328,18937
Mulgund,Karnataka,15.2807,75.52132,18928
Khilchipur,Madhya Pradesh,24.03943,76.578,18928
Kansapur,Haryana,30.14546,77.26633,18909
Somandepalle,Andhra Pradesh,14.00774,77.60846,18895
Sriramnagar,Andhra Pradesh,18.28329,83.53422,18893
Gummidipundi,Tamil Nadu,13.40765,80.10879,18891
Koath,Bihar,25.32643,84.25983,18890
Marturu,Kerala,10.17171,76.42641,18890
Manchar,Maharashtra,19.00436,73.94346,18876
Shahpur,Uttar Pradesh,29.3501,77.5516,18874
Marahra,Uttar Pradesh,27.7368,78.56891,18873
Mundgod,Karnataka,14.97144,75.03658,18866
Chicholi,Maharashtra,21.46926,79.70151,18864
Bhati,Delhi,28.42953,77.22569,18864
Malvan,Maharashtra,16.05981,73.4629,18858
Pahasu,Uttar Pradesh,28.1722,78.06376,18854
Lateri,Madhya Pradesh,24.06091,77.41044,18844
Tadikombu,Tamil Nadu,10.43904,77.95459,18838
Chhipa Barod,Rajasthan,24.62361,76.70783,18837
Maithon,Jharkhand,23.78,86.81,18830
Chhiri,Gujarat,20.37782,72.9411,18829
Ranipur,Uttar Pradesh,25.25034,79.06204,18820
Mallasamudram,Tamil Nadu,11.49333,78.03119,18820
Gadhra,Jharkhand,22.74668,86.24546,18801
Solsumba,Gujarat,20.15749,72.78913,18796
Chandur Bazar,Maharashtra,21.23853,77.74713,18780
Sompeta,Andhra Pradesh,18.94419,84.58449,18778
Chanod,Gujarat,20.34673,72.92825,18776
Banur,Punjab,30.55407,76.71948,18775
Paranda,Maharashtra,18.26321,75.46316,18758
Shadipur Julana,Haryana,29.12368,76.40516,18755
Rakkiyapalaiyam,Tamil Nadu,11.10607,76.94253,18749
Kammivapettai,Tamil Nadu,11.753,79.74567,18745
Amod,Gujarat,21.99317,72.87047,18742
Rangapara,Assam,26.83772,92.66876,18739
Nanauta,Uttar Pradesh,29.71215,77.41728,18738
Raybag,Karnataka,16.49178,74.77391,18736
Kundgol,Karnataka,15.25612,75.24735,18726
Murbad,Maharashtra,19.25395,73.38993,18725
