start_city,start_state,destination_city,destination_state,distance_km,vehicle_type,fuel_type,mileage,fuel_price,passengers,departure_hour,month,traffic_level,weather_condition,toll_cost,parking_cost,estimated_time_minutes,fuel_consumption_litres,total_trip_cost,cost_per_km,cost_band
Teni,Tamil Nadu,Neyveli,Tamil Nadu,385.56,Hatchback,Diesel,21.83,98.79,1,14,5,High,Clear,435.23,120.0,497.7,20.576,2785.37,7.224,Excellent
Teni,Tamil Nadu,Neyveli,Tamil Nadu,360.82,Sedan,Diesel,15.29,98.92,1,21,11,High,Cloudy,453.51,0.0,474.39,27.492,3441.25,9.537,Average
Bathinda,Punjab,Sonipat,Haryana,299.39,SUV,Petrol,8.78,101.9,1,17,7,High,Clear,512.77,60.0,395.5,39.725,4906.79,16.389,Poor
Bathinda,Punjab,Sonipat,Haryana,292.92,Sedan,CNG,13.97,83.36,4,2,10,Medium,Clear,433.28,40.0,304.62,21.911,2477.48,8.458,Good
Bathinda,Punjab,Sonipat,Haryana,282.79,SUV,Petrol,9.52,104.79,2,4,11,Medium,Clear,317.62,120.0,302.0,31.042,3950.8,13.971,Poor
Bathinda,Punjab,Sonipat,Haryana,297.94,SUV,Petrol,14.2,106.69,2,17,11,High,Cloudy,390.91,120.0,362.86,24.444,3346.67,11.233,Poor
Bathinda,Punjab,Sonipat,Haryana,274.97,Hatchback,CNG,15.05,83.56,1,3,2,Medium,Clear,360.03,150.0,284.51,19.093,2233.0,8.121,Good
Unnao,Uttar Pradesh,Sitapur,Uttar Pradesh,120.21,Sedan,Diesel,19.98,95.35,1,17,1,Medium,Clear,151.34,60.0,130.17,6.287,884.08,7.354,Excellent
Unnao,Uttar Pradesh,Sitapur,Uttar Pradesh,137.42,Sedan,Diesel,16.65,95.71,4,20,6,High,Fog,182.31,0.0,180.09,9.615,1211.71,8.818,Good
Unnao,Uttar Pradesh,Sitapur,Uttar Pradesh,147.4,Sedan,CNG,16.64,82.25,1,23,12,Low,Clear,195.12,0.0,139.37,8.362,999.53,6.781,Excellent
Unnao,Uttar Pradesh,Sitapur,Uttar Pradesh,138.91,Sedan,Petrol,15.91,102.58,4,16,4,Medium,Clear,178.18,0.0,141.18,9.124,1206.17,8.683,Good
Unnao,Uttar Pradesh,Sitapur,Uttar Pradesh,151.47,Hatchback,Petrol,14.71,101.48,4,8,4,Medium,Clear,144.14,80.0,153.24,10.76,1394.32,9.205,Average
Ooty,Tamil Nadu,Ongole,Andhra Pradesh,659.33,Sedan,Diesel,16.21,100.52,3,0,6,Medium,Cloudy,915.07,80.0,674.9,42.505,5646.05,8.563,Good
Ooty,Tamil Nadu,Ongole,Andhra Pradesh,784.01,Hatchback,Petrol,17.16,104.81,4,15,3,Medium,Clear,1030.59,0.0,813.45,47.744,6548.9,8.353,Good
Ooty,Tamil Nadu,Ongole,Andhra Pradesh,743.11,Hatchback,Diesel,17.36,102.32,4,6,2,Medium,Clear,656.92,150.0,788.2,44.732,5882.08,7.915,Excellent
Ooty,Tamil Nadu,Ongole,Andhra Pradesh,722.72,Sedan,Petrol,16.79,110.21,1,9,6,High,Clear,1078.33,0.0,897.65,50.147,7147.74,9.89,Average
Ooty,Tamil Nadu,Ongole,Andhra Pradesh,720.17,Hatchback,Diesel,20.61,101.13,3,6,3,High,Fog,975.26,0.0,869.33,40.708,5452.43,7.571,Excellent
Pandit Deen Dayal Upadhyaya Nagar,Uttar Pradesh,Singrauli,Madhya Pradesh,163.66,SUV,Petrol,13.38,106.6,4,20,5,Medium,Clear,232.96,40.0,176.8,12.782,1771.92,10.827,Poor
Pandit Deen Dayal Upadhyaya Nagar,Uttar Pradesh,Singrauli,Madhya Pradesh,178.86,Sedan,Petrol,13.52,103.81,3,11,11,High,Clear,246.95,150.0,236.05,15.412,2121.16,11.859,Poor
Pandit Deen Dayal Upadhyaya Nagar,Uttar Pradesh,Singrauli,Madhya Pradesh,154.63,Sedan,Petrol,15.69,105.74,5,13,2,Low,Clear,162.35,120.0,142.85,9.303,1362.5,8.811,Good
Pandit Deen Dayal Upadhyaya Nagar,Uttar Pradesh,Singrauli,Madhya Pradesh,151.97,Sedan,Diesel,17.86,93.82,2,21,1,Low,Rain,226.96,120.0,141.05,8.032,1190.95,7.837,Excellent
Pandit Deen Dayal Upadhyaya Nagar,Uttar Pradesh,Singrauli,Madhya Pradesh,162.82,Sedan,Diesel,16.43,97.58,3,22,1,High,Clear,177.07,0.0,196.29,11.545,1425.87,8.757,Good
Nangloi Jat,Delhi,Sikar,Rajasthan,302.16,Hatchback,Petrol,18.19,104.71,5,12,8,High,Cloudy,354.01,120.0,368.07,19.352,2687.98,8.896,Good
Nangloi Jat,Delhi,Sikar,Rajasthan,294.06,Hatchback,CNG,18.9,79.23,4,2,5,High,Cloudy,329.33,40.0,371.21,18.126,1971.95,6.706,Excellent
Nangloi Jat,Delhi,Sikar,Rajasthan,286.92,Hatchback,Diesel,20.47,97.42,5,22,11,Low,Clear,341.25,150.0,253.54,13.232,1935.18,6.745,Excellent
Nangloi Jat,Delhi,Sikar,Rajasthan,275.55,Sedan,Diesel,17.0,93.64,2,16,6,High,Rain,482.64,60.0,365.13,18.883,2515.03,9.127,Average
Nangloi Jat,Delhi,Sikar,Rajasthan,260.13,Hatchback,Diesel,18.31,95.81,5,6,9,Medium,Clear,326.92,80.0,272.73,14.846,1987.33,7.64,Excellent
Mango,Jharkhand,Puruliya,West Bengal,65.59,SUV,Petrol,9.63,107.27,1,8,7,High,Rain,86.71,40.0,78.78,7.935,1035.09,15.781,Poor
Mango,Jharkhand,Puruliya,West Bengal,80.22,Sedan,Petrol,14.56,105.43,5,18,11,High,Rain,70.68,40.0,103.4,6.419,840.09,10.472,Average
Mango,Jharkhand,Puruliya,West Bengal,70.82,Sedan,Petrol,12.82,103.24,4,23,5,Low,Clear,107.26,0.0,65.31,5.215,685.28,9.676,Average
Mango,Jharkhand,Puruliya,West Bengal,73.15,Hatchback,Diesel,21.24,101.35,2,0,10,Low,Cloudy,82.99,80.0,65.7,3.251,538.88,7.367,Excellent
Mango,Jharkhand,Puruliya,West Bengal,74.74,SUV,Petrol,9.26,103.68,1,5,10,Low,Clear,89.48,120.0,69.61,7.619,1064.2,14.239,Poor
Mango,Jharkhand,Banda,Uttar Pradesh,823.22,Hatchback,Petrol,18.28,106.65,4,9,2,High,Clear,1177.94,150.0,1069.24,52.465,7407.88,8.999,Good
Mango,Jharkhand,Banda,Uttar Pradesh,831.38,Hatchback,Diesel,19.62,96.86,4,15,8,High,Rain,1245.49,120.0,1098.25,49.366,6597.07,7.935,Excellent
Mango,Jharkhand,Banda,Uttar Pradesh,822.67,Hatchback,Diesel,22.08,98.16,2,17,4,Medium,Clear,880.0,150.0,879.72,38.935,5397.48,6.561,Excellent
Mango,Jharkhand,Banda,Uttar Pradesh,810.03,SUV,Petrol,10.24,106.73,4,22,9,High,Cloudy,974.72,150.0,1073.88,92.157,11598.6,14.319,Poor
Mango,Jharkhand,Banda,Uttar Pradesh,862.32,Hatchback,Petrol,19.85,105.83,2,1,1,Low,Fog,1073.81,60.0,781.82,41.009,5923.44,6.869,Excellent
Bareilly,Uttar Pradesh,Pilibhit,Uttar Pradesh,55.98,Sedan,Diesel,14.88,97.48,5,21,7,High,Cloudy,77.03,60.0,70.63,4.383,603.06,10.773,Poor
Bareilly,Uttar Pradesh,Pilibhit,Uttar Pradesh,50.09,Sedan,CNG,13.72,81.99,3,7,8,Medium,Rain,51.78,40.0,51.93,3.815,437.08,8.726,Good
Bareilly,Uttar Pradesh,Pilibhit,Uttar Pradesh,56.23,Sedan,CNG,16.44,82.22,4,4,3,Low,Clear,73.02,40.0,53.18,3.229,416.25,7.403,Excellent
Bareilly,Uttar Pradesh,Pilibhit,Uttar Pradesh,57.32,SUV,Petrol,12.8,101.52,1,6,4,Medium,Clear,35.5,150.0,63.38,4.68,704.24,12.286,Poor
Bareilly,Uttar Pradesh,Pilibhit,Uttar Pradesh,57.64,Sedan,Diesel,18.44,98.67,3,21,2,Medium,Clear,64.34,60.0,63.65,3.266,481.52,8.354,Good
Patiala,Punjab,Hathras,Uttar Pradesh,390.1,Hatchback,CNG,18.2,82.7,5,10,2,Medium,Clear,450.0,120.0,402.15,22.399,2609.62,6.69,Excellent
Patiala,Punjab,Hathras,Uttar Pradesh,420.42,Sedan,Diesel,15.27,96.65,4,12,12,Medium,Clear,393.33,60.0,442.95,28.771,3478.11,8.273,Good
Patiala,Punjab,Hathras,Uttar Pradesh,405.36,Sedan,Petrol,17.84,104.3,3,21,11,Medium,Cloudy,758.91,40.0,424.32,23.744,3530.34,8.709,Good
Patiala,Punjab,Hathras,Uttar Pradesh,461.7,Hatchback,Diesel,19.26,96.78,4,14,11,Medium,Clear,833.66,80.0,495.01,25.051,3583.73,7.762,Excellent
Patiala,Punjab,Hathras,Uttar Pradesh,428.74,Sedan,Petrol,15.59,101.21,3,10,3,High,Clear,1055.6,0.0,523.17,32.039,4583.12,10.69,Poor
Bareilly,Uttar Pradesh,Mohali,Punjab,456.73,SUV,Petrol,13.05,104.78,2,11,8,Medium,Rain,963.39,0.0,474.62,36.573,5176.95,11.335,Poor
Bareilly,Uttar Pradesh,Mohali,Punjab,442.26,SUV,Diesel,13.91,96.31,4,10,8,High,Rain,772.67,60.0,545.73,37.04,4700.81,10.629,Poor
Bareilly,Uttar Pradesh,Mohali,Punjab,428.25,Hatchback,Diesel,17.69,96.42,1,10,10,Medium,Cloudy,453.52,0.0,462.25,25.298,3159.06,7.377,Excellent
Bareilly,Uttar Pradesh,Mohali,Punjab,474.55,Sedan,Petrol,14.95,103.47,1,10,6,High,Cloudy,316.68,40.0,593.67,36.98,4513.2,9.51,Average
Bareilly,Uttar Pradesh,Mohali,Punjab,482.22,Hatchback,CNG,16.27,78.99,4,22,11,High,Clear,311.56,80.0,625.86,34.529,3404.88,7.061,Excellent
Rewa,Madhya Pradesh,Hardoi,Uttar Pradesh,463.14,Hatchback,Diesel,16.93,101.66,2,9,11,High,Clear,663.69,120.0,560.89,31.87,4327.81,9.344,Average
Rewa,Madhya Pradesh,Hardoi,Uttar Pradesh,424.05,Sedan,Diesel,14.43,102.57,3,3,1,Low,Clear,524.42,80.0,390.87,27.741,3686.13,8.693,Good
Rewa,Madhya Pradesh,Hardoi,Uttar Pradesh,424.1,Hatchback,CNG,14.67,85.81,5,16,5,Low,Cloudy,499.99,40.0,386.4,27.29,3159.31,7.449,Excellent
Rewa,Madhya Pradesh,Hardoi,Uttar Pradesh,377.0,Sedan,CNG,16.06,88.33,4,17,8,High,Rain,334.56,120.0,465.63,27.348,3102.21,8.229,Good
Rewa,Madhya Pradesh,Hardoi,Uttar Pradesh,400.11,Hatchback,Petrol,17.05,112.56,5,18,8,High,Cloudy,663.24,60.0,525.01,27.339,3983.43,9.956,Average
Srinagar,Jammu and Kashmir,Saharanpur,Uttar Pradesh,660.71,Sedan,Diesel,15.74,98.55,5,5,2,Low,Clear,695.01,40.0,637.3,39.626,5185.96,7.849,Excellent
Srinagar,Jammu and Kashmir,Saharanpur,Uttar Pradesh,573.25,SUV,Petrol,9.21,107.74,2,6,5,Medium,Clear,824.53,60.0,583.42,65.043,8414.49,14.679,Poor
Srinagar,Jammu and Kashmir,Saharanpur,Uttar Pradesh,718.01,Sedan,Petrol,15.97,110.56,5,20,11,High,Clear,1035.74,150.0,917.71,52.378,7454.73,10.382,Average
Srinagar,Jammu and Kashmir,Saharanpur,Uttar Pradesh,660.43,Sedan,Petrol,14.42,110.55,3,14,11,Medium,Clear,899.53,40.0,701.92,47.861,6743.88,10.211,Average
Srinagar,Jammu and Kashmir,Saharanpur,Uttar Pradesh,624.19,Sedan,Petrol,15.23,109.18,2,13,2,Low,Clear,1090.53,80.0,546.08,38.689,5900.7,9.453,Average
Kurichchi,Tamil Nadu,Shahuwadi,Maharashtra,874.54,Sedan,Diesel,15.27,97.69,1,11,8,High,Cloudy,1521.54,80.0,1056.32,66.722,8739.73,9.994,Average
Kurichchi,Tamil Nadu,Shahuwadi,Maharashtra,964.43,Hatchback,Petrol,20.28,105.52,1,18,4,High,Clear,1313.25,0.0,1194.12,55.402,7817.16,8.105,Good
Kurichchi,Tamil Nadu,Shahuwadi,Maharashtra,872.66,Hatchback,Petrol,20.7,110.6,1,9,6,Medium,Cloudy,1127.02,120.0,923.14,44.055,6693.15,7.67,Excellent
Kurichchi,Tamil Nadu,Shahuwadi,Maharashtra,983.9,Sedan,Petrol,13.18,109.5,3,23,4,Low,Clear,999.79,150.0,880.22,70.471,9476.41,9.631,Average
Kurichchi,Tamil Nadu,Shahuwadi,Maharashtra,888.38,Hatchback,Petrol,18.21,107.09,4,3,8,Low,Cloudy,986.74,80.0,803.58,46.053,6525.67,7.346,Excellent
Rajkot,Gujarat,Pali,Rajasthan,581.51,Sedan,Petrol,16.52,103.15,2,15,8,High,Clear,954.9,120.0,707.16,41.008,5639.33,9.698,Average
Rajkot,Gujarat,Pali,Rajasthan,620.79,Sedan,Petrol,13.69,103.72,3,14,9,Low,Clear,551.92,120.0,596.33,42.807,5530.01,8.908,Good
Rajkot,Gujarat,Pali,Rajasthan,583.05,Hatchback,Petrol,17.03,105.34,1,16,10,Medium,Rain,535.12,60.0,621.31,35.777,4643.14,7.964,Excellent
Rajkot,Gujarat,Pali,Rajasthan,613.94,Hatchback,Petrol,15.03,103.09,2,5,2,Low,Cloudy,924.43,120.0,542.63,38.56,5361.63,8.733,Good
Rajkot,Gujarat,Pali,Rajasthan,591.39,Hatchback,Diesel,17.89,97.94,2,8,7,High,Rain,724.71,150.0,714.33,38.511,5012.11,8.475,Good
Haldia,West Bengal,Shantipur,West Bengal,169.9,SUV,Diesel,15.58,102.92,4,9,11,High,Clear,249.49,150.0,210.14,12.704,1820.86,10.717,Poor
Haldia,West Bengal,Shantipur,West Bengal,164.36,Sedan,Diesel,15.89,103.71,2,3,8,High,Clear,266.5,80.0,216.49,12.05,1716.22,10.442,Average
Haldia,West Bengal,Shantipur,West Bengal,142.87,Sedan,Petrol,13.7,112.88,4,19,2,Low,Clear,114.81,0.0,131.48,9.844,1332.39,9.326,Average
Haldia,West Bengal,Shantipur,West Bengal,171.5,Hatchback,Petrol,20.12,115.23,1,13,8,High,Clear,208.57,120.0,226.28,9.93,1551.64,9.047,Good
Haldia,West Bengal,Shantipur,West Bengal,168.01,Hatchback,Diesel,19.09,102.5,5,5,6,Low,Clear,265.83,80.0,156.48,8.308,1297.94,7.725,Excellent
Sikar,Rajasthan,Bhiwadi,Rajasthan,229.03,SUV,Petrol,12.78,110.59,2,12,2,Medium,Clear,243.93,120.0,239.81,18.727,2625.35,11.463,Poor
Sikar,Rajasthan,Bhiwadi,Rajasthan,230.08,Hatchback,Diesel,22.91,102.79,1,0,11,Low,Clear,372.49,80.0,209.33,9.48,1537.44,6.682,Excellent
Sikar,Rajasthan,Bhiwadi,Rajasthan,209.09,SUV,Petrol,13.26,109.83,5,10,12,High,Fog,306.16,60.0,254.84,18.37,2569.1,12.287,Poor
Sikar,Rajasthan,Bhiwadi,Rajasthan,233.18,Sedan,Diesel,16.9,105.19,5,17,11,High,Rain,300.57,150.0,307.59,16.074,2303.13,9.877,Average
Sikar,Rajasthan,Bhiwadi,Rajasthan,265.12,Sedan,Diesel,16.56,101.26,1,17,9,Medium,Rain,164.13,40.0,280.5,16.73,2067.09,7.797,Excellent
Naihati,West Bengal,Baharampur,West Bengal,180.06,Hatchback,Petrol,21.04,114.8,1,4,2,Low,Cloudy,235.48,40.0,161.35,8.079,1300.01,7.22,Excellent
Naihati,West Bengal,Baharampur,West Bengal,179.82,Sedan,Petrol,17.0,111.63,1,13,9,Medium,Clear,262.19,0.0,193.27,11.054,1618.68,9.002,Good
Naihati,West Bengal,Baharampur,West Bengal,158.27,Hatchback,Petrol,20.4,110.35,1,13,1,Medium,Clear,194.54,60.0,166.09,8.107,1246.79,7.878,Excellent
Naihati,West Bengal,Baharampur,West Bengal,158.45,Hatchback,Diesel,18.13,108.35,2,0,2,Low,Clear,212.41,80.0,143.05,8.25,1293.52,8.164,Good
Naihati,West Bengal,Baharampur,West Bengal,170.37,Sedan,Petrol,15.22,112.85,5,6,12,Medium,Clear,184.21,150.0,175.47,11.698,1792.07,10.519,Poor
Jajmau,Uttar Pradesh,Amroha,Uttar Pradesh,368.86,Sedan,Petrol,16.11,105.59,2,9,4,High,Clear,766.11,40.0,473.38,26.674,3859.4,10.463,Average
Jajmau,Uttar Pradesh,Amroha,Uttar Pradesh,388.04,Hatchback,Petrol,17.06,105.82,3,18,10,High,Cloudy,663.07,120.0,505.47,26.499,3778.49,9.737,Average
Jajmau,Uttar Pradesh,Amroha,Uttar Pradesh,428.01,Sedan,Petrol,14.47,105.5,2,13,12,Medium,Clear,476.57,0.0,472.32,30.91,4072.3,9.514,Average
Jajmau,Uttar Pradesh,Amroha,Uttar Pradesh,431.4,Hatchback,Diesel,23.0,96.83,3,9,9,Medium,Rain,453.09,120.0,437.26,19.601,2721.47,6.308,Excellent
Jajmau,Uttar Pradesh,Amroha,Uttar Pradesh,413.11,Sedan,Petrol,13.46,100.65,1,2,4,Low,Clear,329.8,120.0,393.81,28.973,3675.99,8.898,Good
Bundi,Rajasthan,Ratlam,Madhya Pradesh,309.48,Sedan,Petrol,17.5,108.87,2,3,8,Medium,Clear,524.5,0.0,311.64,18.48,2788.16,9.009,Good
Bundi,Rajasthan,Ratlam,Madhya Pradesh,325.81,Hatchback,CNG,19.24,87.52,1,15,10,Low,Cloudy,383.98,60.0,287.06,15.986,2003.5,6.149,Excellent
Bundi,Rajasthan,Ratlam,Madhya Pradesh,287.24,Sedan,Petrol,15.53,110.2,4,4,4,Medium,Clear,323.77,120.0,316.96,19.328,2805.98,9.769,Average
Bundi,Rajasthan,Ratlam,Madhya Pradesh,303.83,SUV,CNG,9.1,87.66,1,13,11,Medium,Clear,375.73,0.0,329.36,34.89,3688.68,12.141,Poor
Bundi,Rajasthan,Ratlam,Madhya Pradesh,268.21,Hatchback,Diesel,17.53,104.9,2,21,5,Medium,Clear,290.47,120.0,294.8,15.989,2261.79,8.433,Good
Sivakasi,Tamil Nadu,Thoothukudi,Tamil Nadu,98.74,SUV,Diesel,13.17,100.24,2,9,2,Medium,Clear,104.34,120.0,102.75,7.835,1095.51,11.095,Poor
Sivakasi,Tamil Nadu,Thoothukudi,Tamil Nadu,120.18,Hatchback,Petrol,16.06,108.86,5,21,10,High,Clear,31.73,0.0,145.01,8.718,1041.84,8.669,Good
Sivakasi,Tamil Nadu,Thoothukudi,Tamil Nadu,110.29,Hatchback,Diesel,17.93,98.18,5,23,8,Low,Clear,205.24,40.0,105.59,5.807,870.36,7.892,Excellent
Sivakasi,Tamil Nadu,Thoothukudi,Tamil Nadu,100.37,Sedan,Diesel,15.53,97.52,2,14,7,Low,Rain,186.75,80.0,93.11,6.101,921.24,9.178,Average
Sivakasi,Tamil Nadu,Thoothukudi,Tamil Nadu,99.96,Sedan,CNG,13.76,85.59,4,9,5,High,Clear,124.6,80.0,130.82,8.463,1002.23,10.026,Average
Kolar,Karnataka,Anantapur,Andhra Pradesh,211.12,Sedan,Diesel,14.03,100.57,5,13,4,Medium,Clear,304.99,150.0,224.48,15.725,2192.3,10.384,Average
Kolar,Karnataka,Anantapur,Andhra Pradesh,207.15,Hatchback,Petrol,16.59,110.21,3,15,12,Medium,Fog,235.67,120.0,216.32,13.048,1927.56,9.305,Average
Kolar,Karnataka,Anantapur,Andhra Pradesh,221.53,SUV,Petrol,13.97,113.38,2,19,8,High,Clear,337.58,0.0,265.94,18.474,2588.12,11.683,Poor
Kolar,Karnataka,Anantapur,Andhra Pradesh,220.56,Hatchback,Petrol,14.91,108.73,3,3,6,High,Clear,295.72,150.0,276.82,17.234,2425.67,10.998,Poor
Kolar,Karnataka,Anantapur,Andhra Pradesh,230.97,Hatchback,Petrol,20.36,107.81,4,1,6,Low,Cloudy,394.0,60.0,219.09,10.709,1733.42,7.505,Excellent
Kharagpur,West Bengal,Giridih,Jharkhand,279.35,Sedan,Petrol,17.93,112.92,5,1,11,Low,Clear,177.63,80.0,253.86,14.708,2137.5,7.652,Excellent
Kharagpur,West Bengal,Giridih,Jharkhand,281.19,Hatchback,Diesel,19.97,102.93,3,20,7,High,Cloudy,196.23,150.0,354.4,16.404,2200.25,7.825,Excellent
Kharagpur,West Bengal,Giridih,Jharkhand,258.08,Sedan,Diesel,15.67,106.59,2,23,10,Low,Cloudy,356.42,80.0,228.36,15.547,2253.58,8.732,Good
Kharagpur,West Bengal,Giridih,Jharkhand,290.24,Hatchback,Diesel,16.99,105.93,3,11,12,High,Fog,520.47,80.0,377.96,19.902,2892.04,9.964,Average
Kharagpur,West Bengal,Giridih,Jharkhand,326.66,Sedan,Diesel,15.32,106.35,5,20,9,Low,Rain,521.62,40.0,289.92,20.128,2956.79,9.052,Good
Bankura,West Bengal,Phusro,Jharkhand,140.17,SUV,CNG,12.06,87.45,3,18,11,High,Clear,154.12,60.0,173.44,13.54,1509.92,10.772,Poor
Bankura,West Bengal,Phusro,Jharkhand,158.98,Sedan,Diesel,14.13,105.6,2,16,10,Medium,Clear,269.56,0.0,162.59,11.758,1632.88,10.271,Average
Bankura,West Bengal,Phusro,Jharkhand,138.69,Hatchback,Diesel,19.74,105.85,5,10,9,High,Clear,275.36,40.0,177.8,8.185,1267.28,9.138,Average
Bankura,West Bengal,Phusro,Jharkhand,158.34,SUV,Diesel,11.54,108.01,1,8,3,Medium,Clear,197.33,40.0,167.58,14.338,1902.46,12.015,Poor
Bankura,West Bengal,Phusro,Jharkhand,141.09,Hatchback,Petrol,19.44,116.84,3,2,12,Low,Clear,110.49,80.0,127.73,6.851,1082.58,7.673,Excellent
Gadag,Karnataka,Thiruvananthapuram,Kerala,1044.36,Sedan,Diesel,16.24,100.77,5,1,1,Low,Clear,1548.57,120.0,947.09,60.707,8622.39,8.256,Good
Gadag,Karnataka,Thiruvananthapuram,Kerala,954.11,Sedan,CNG,16.33,87.0,5,5,3,Low,Cloudy,885.76,40.0,867.65,55.155,6412.4,6.721,Excellent
Gadag,Karnataka,Thiruvananthapuram,Kerala,1064.23,SUV,Petrol,12.28,113.72,4,12,8,Medium,Rain,1725.29,80.0,1126.75,90.564,13072.25,12.283,Poor
Gadag,Karnataka,Thiruvananthapuram,Kerala,867.67,SUV,Diesel,15.42,103.41,2,16,1,Low,Clear,1350.39,150.0,766.34,53.118,7652.01,8.819,Good
Gadag,Karnataka,Thiruvananthapuram,Kerala,1053.91,Hatchback,CNG,19.15,87.93,3,23,3,Low,Clear,2123.66,80.0,990.71,51.953,7303.78,6.93,Excellent
Nellore,Andhra Pradesh,Gundupalaiyam,Puducherry,353.0,Sedan,Petrol,17.28,112.27,1,18,8,High,Rain,316.56,60.0,454.1,23.799,3295.88,9.337,Average
Nellore,Andhra Pradesh,Gundupalaiyam,Puducherry,340.59,Hatchback,Diesel,19.71,103.69,3,13,6,High,Rain,532.45,60.0,408.75,20.131,2874.31,8.439,Good
Nellore,Andhra Pradesh,Gundupalaiyam,Puducherry,329.85,Hatchback,Diesel,18.64,107.81,1,0,6,Low,Rain,705.86,120.0,307.18,16.705,2784.72,8.442,Good
Nellore,Andhra Pradesh,Gundupalaiyam,Puducherry,312.29,Sedan,CNG,15.43,88.96,5,7,11,High,Fog,443.16,0.0,409.46,23.579,2781.62,8.907,Good
Nellore,Andhra Pradesh,Gundupalaiyam,Puducherry,363.37,Hatchback,Diesel,22.15,102.6,3,7,4,Medium,Clear,443.52,40.0,389.62,17.143,2441.86,6.72,Excellent
Chittorgarh,Rajasthan,Gondal,Gujarat,692.87,Sedan,Petrol,17.19,109.07,4,8,3,Medium,Cloudy,551.7,40.0,735.59,42.12,5651.54,8.157,Good
Chittorgarh,Rajasthan,Gondal,Gujarat,624.46,SUV,Petrol,11.3,112.04,3,0,10,Low,Clear,1066.93,120.0,565.37,52.167,7552.01,12.094,Poor
Chittorgarh,Rajasthan,Gondal,Gujarat,580.04,SUV,Petrol,11.49,109.87,1,6,6,Medium,Clear,620.5,60.0,610.01,52.754,6943.36,11.97,Poor
Chittorgarh,Rajasthan,Gondal,Gujarat,561.37,Hatchback,Diesel,18.31,100.54,5,3,4,Medium,Clear,876.81,120.0,612.03,32.039,4579.59,8.158,Good
Chittorgarh,Rajasthan,Gondal,Gujarat,591.88,SUV,Diesel,12.3,100.9,4,15,2,High,Cloudy,676.52,150.0,769.91,56.06,7037.08,11.889,Poor
Giridih,Jharkhand,Korba,Chhattisgarh,567.76,Sedan,Petrol,15.61,103.78,4,7,1,High,Fog,1201.11,80.0,684.32,42.373,6064.28,10.681,Poor
Giridih,Jharkhand,Korba,Chhattisgarh,471.39,Hatchback,Petrol,19.15,108.83,5,20,6,High,Rain,634.63,80.0,620.58,28.677,4086.64,8.669,Good
Giridih,Jharkhand,Korba,Chhattisgarh,565.05,Sedan,Petrol,14.9,109.17,5,23,7,Low,Cloudy,599.8,60.0,504.03,35.799,4925.48,8.717,Good
Giridih,Jharkhand,Korba,Chhattisgarh,569.04,Sedan,Petrol,15.89,105.74,1,12,3,Medium,Rain,869.4,0.0,602.34,37.423,5271.95,9.265,Average
Giridih,Jharkhand,Korba,Chhattisgarh,497.56,Hatchback,Petrol,20.1,104.28,2,10,12,Medium,Clear,523.48,120.0,501.94,25.868,3625.55,7.287,Excellent
Shyamnagar,West Bengal,Siwan,Bihar,633.02,SUV,Diesel,11.77,108.33,1,3,10,Medium,Cloudy,912.57,150.0,655.94,56.203,7601.15,12.008,Poor
Shyamnagar,West Bengal,Siwan,Bihar,723.35,Hatchback,Diesel,19.4,104.76,5,16,12,High,Clear,1226.81,60.0,953.62,43.438,6223.15,8.603,Good
Shyamnagar,West Bengal,Siwan,Bihar,675.35,Sedan,Petrol,18.06,112.54,4,5,2,High,Clear,1102.14,150.0,885.45,43.565,6611.93,9.79,Average
Shyamnagar,West Bengal,Siwan,Bihar,627.82,Sedan,Petrol,16.56,112.35,5,18,12,Low,Clear,400.38,0.0,551.59,35.789,4786.76,7.624,Excellent
Shyamnagar,West Bengal,Siwan,Bihar,690.76,Hatchback,Diesel,18.55,103.85,2,0,12,Medium,Clear,546.84,40.0,705.58,38.913,5002.03,7.241,Excellent
Khandwa,Madhya Pradesh,Dhamtari,Chhattisgarh,644.72,Sedan,Petrol,13.25,111.92,1,5,1,Low,Fog,1067.18,60.0,605.98,45.933,6664.9,10.338,Average
Khandwa,Madhya Pradesh,Dhamtari,Chhattisgarh,622.88,Hatchback,CNG,14.91,87.69,4,9,8,High,Rain,540.56,60.0,753.04,48.669,5269.85,8.46,Good
Khandwa,Madhya Pradesh,Dhamtari,Chhattisgarh,706.21,SUV,Petrol,13.11,112.71,4,14,9,Low,Fog,818.81,120.0,616.83,50.851,7270.75,10.295,Average
Khandwa,Madhya Pradesh,Dhamtari,Chhattisgarh,667.82,Sedan,Petrol,14.5,109.53,4,21,7,Medium,Rain,721.48,60.0,682.17,48.129,6543.68,9.799,Average
Khandwa,Madhya Pradesh,Dhamtari,Chhattisgarh,653.68,Hatchback,CNG,16.14,88.59,3,6,9,Medium,Rain,587.74,150.0,697.1,42.323,4851.83,7.422,Excellent
Sangli,Maharashtra,Murwara,Madhya Pradesh,1293.25,Hatchback,Petrol,16.79,111.03,3,19,11,High,Cloudy,1316.66,0.0,1677.07,89.734,11900.48,9.202,Average
Sangli,Maharashtra,Murwara,Madhya Pradesh,1176.25,Hatchback,Diesel,15.99,102.35,5,22,10,Medium,Clear,1802.2,60.0,1223.64,76.872,10279.87,8.74,Good
Sangli,Maharashtra,Murwara,Madhya Pradesh,1273.72,Sedan,Petrol,14.13,114.18,5,20,6,Medium,Cloudy,2227.22,150.0,1396.42,94.199,13905.77,10.917,Poor
